Ticker,Name,Industry
6194.TWO,育富,電子零組件業
6195.TWO,詩肯,居家生活
6198.TWO,瑞築,建材營造業
6199.TWO,天品,其他業
6203.TWO,海韻電,電子零組件業
6204.TWO,艾華,電子零組件業
6207.TWO,雷科,電子零組件業
6208.TWO,日揚,半導體業
6210.TWO,慶生,電子零組件業
6212.TWO,理銘,建材營造業
6217.TWO,中探針,電子零組件業
6218.TWO,豪勉,通信網路業
6219.TWO,富旺,建材營造業
6220.TWO,岳豐,電子零組件業
6221.TWO,晉泰,資訊服務業
6222.TWO,立軒,光電業
6223.TWO,旺矽,半導體業
6227.TWO,茂綸,電子通路業
6228.TWO,全譜,電腦及週邊設備業
6229.TWO,研通,半導體業
6231.TWO,系微,資訊服務業
6233.TWO,旺玖,半導體業
6234.TWO,高僑,光電業
6236.TWO,中湛,其他業
6237.TWO,驊訊,半導體業
6240.TWO,松崗,資訊服務業
6241.TWO,易通展,通信網路業
6242.TWO,立康,生技醫療業
6244.TWO,茂迪,光電業
6245.TWO,立端,通信網路業
6246.TWO,臺龍,光電業
6248.TWO,沛波,鋼鐵工業
6259.TWO,百徽,電子零組件業
6261.TWO,久元,半導體業
6263.TWO,普萊德,通信網路業
6264.TWO,富裔,建材營造業
6265.TWO,方土昶,電子通路業
6266.TWO,泰詠,電子零組件業
6270.TWO,倍微,電子通路業
6274.TWO,台燿,電子零組件業
6275.TWO,元山,電子零組件業
6276.TWO,安鈦克,電腦及週邊設備業
6279.TWO,胡連,電子零組件業
6284.TWO,佳邦,電子零組件業
6290.TWO,良維,電子零組件業
6291.TWO,沛亨,半導體業
6292.TWO,迅德,電子零組件業
6294.TWO,智基,文化創意業
6411.TWO,晶焱,半導體業
6417.TWO,韋僑,通信網路業
6418.TWO,詠昇,電子零組件業
6419.TWO,京晨科,光電業
6425.TWO,易發,電機機械
6432.TWO,今展科,電子零組件業
6435.TWO,大中,半導體業
6441.TWO,廣錠,電腦及週邊設備業
6461.TWO,益得,生技醫療業
6462.TWO,神盾,半導體業
6465.TWO,威潤,通信網路業
6469.TWO,大樹,生技醫療業
6470.TWO,宇智,通信網路業
6482.TWO,弘煜科,文化創意業
6485.TWO,點序,半導體業
6486.TWO,互動,通信網路業
6488.TWO,環球晶,半導體業
6492.TWO,生華科,生技醫療業
6494.TWO,九齊,半導體業
6496.TWO,科懋,生技醫療業
6498.TWO,久禾光,光電業
6499.TWO,益安,生技醫療業
6506.TWO,雙邦,紡織纖維
6508.TWO,惠光,農業科技業
6509.TWO,聚和,化學工業
6510.TWO,精測,半導體業
6512.TWO,啟發電,其他電子業
6516.TWO,勤崴國際,資訊服務業
6517.TWO,保勝光學,光電業
6523.TWO,達爾膚,生技醫療業
6527.TWO,明達醫,生技醫療業
6530.TWO,創威,通信網路業
6532.TWO,瑞耘,半導體業
6535.TWO,順藥,生技醫療業
6538.TWO,倉和,電子零組件業
6542.TWO,隆中,文化創意業
6546.TWO,正基,通信網路業
6547.TWO,高端疫苗,生技醫療業
6548.TWO,長科*,半導體業
6556.TWO,勝品,光電業
6560.TWO,欣普羅,光電業
6561.TWO,是方,通信網路業
6568.TWO,宏觀,半導體業
6569.TWO,醫揚,生技醫療業
6570.TWO,維田,電腦及週邊設備業
6574.TWO,霈方,生技醫療業
6576.TWO,逸達,生技醫療業
6577.TWO,勁豐,電腦及週邊設備業
6578.TWO,達邦蛋白,農業科技業
6584.TWO,南俊國際,電子零組件業
6588.TWO,東典光電,通信網路業
6590.TWO,普鴻,資訊服務業
6593.TWO,台灣銘板,資訊服務業
6596.TWO,寬宏藝術,文化創意業
6597.TWO,立誠,電子零組件業
6603.TWO,富強鑫,電機機械
6609.TWO,瀧澤科,電機機械
6612.TWO,奈米醫材,生技醫療業
6613.TWO,朋億*,其他電子業
6615.TWO,慧智,生技醫療業
6616.TWO,特昇-KY,居家生活
6617.TWO,共信-KY,生技醫療業
6624.TWO,萬年清,綠能環保
6629.TWO,泰金-KY,居家生活
6637.TWO,醫影,生技醫療業
6640.TWO,均華,半導體業
6642.TWO,富致,電子零組件業
6643.TWO,M31,半導體業
6649.TWO,台生材,生技醫療業
6651.TWO,全宇昕,半導體業
6654.TWO,天正國際,其他電子業
6661.TWO,威健生技,生技醫療業
6662.TWO,樂斯科,生技醫療業
6664.TWO,群翊,電子零組件業
6667.TWO,信紘科,其他電子業
6679.TWO,鈺太,半導體業
6680.TWO,鑫創電子,電腦及週邊設備業
6683.TWO,雍智科技,半導體業
6684.TWO,安格,半導體業
6690.TWO,安碁資訊,數位雲端
6692.TWO,進能服,綠能環保
6693.TWO,廣閎科,半導體業
6697.TWO,東捷資訊,資訊服務業
6703.TWO,軒郁,生技醫療業
6708.TWO,天擎,半導體業
6712.TWO,長聖,生技醫療業
6716.TWO,應廣,半導體業
6720.TWO,久昌,半導體業
6721.TWO,信實,其他業
6727.TWO,亞泰金屬,電子零組件業
6728.TWO,上洋,居家生活
6732.TWO,昇佳電子,半導體業
6733.TWO,博晟生醫,生技醫療業
6735.TWO,美達科技,其他電子業
6739.TWO,竹陞科技,其他電子業
6741.TWO,91APP*-KY,數位雲端
6747.TWO,亨泰光,生技醫療業
6751.TWO,智聯服務,資訊服務業
6752.TWO,叡揚,資訊服務業
6761.TWO,穩得,電子零組件業
6762.TWO,達亞,生技醫療業
6763.TWO,綠界科技*,數位雲端
6767.TWO,台微醫,生技醫療業
6785.TWO,昱展新藥,生技醫療業
6788.TWO,華景電,半導體業
6791.TWO,虎門科技,資訊服務業
6803.TWO,崑鼎,綠能環保
6804.TWO,明係,運動休閒
6811.TWO,宏碁資訊,數位雲端
6821.TWO,聯寶,電子零組件業
6823.TWO,濾能,半導體業
6829.TWO,千附精密,半導體業
6840.TWO,東研信超,其他電子業
6841.TWO,長佳智能,生技醫療業
6843.TWO,進典,電機機械
6844.TWO,諾貝兒,生技醫療業
6846.TWO,綠茵,食品工業
6855.TWO,數泓科,其他電子業
6856.TWO,鑫傳,文化創意業
6859.TWO,伯特光,光電業
6865.TWO,偉康科技,數位雲端
6870.TWO,騰雲,數位雲端
6872.TWO,浩宇生醫,生技醫療業
6874.TWO,倍力,資訊服務業
6875.TWO,國邑*,生技醫療業
6877.TWO,鏵友益,其他電子業
6881.TWO,潤德,其他業
6894.TWO,衛司特,綠能環保
6895.TWO,宏碩系統,半導體業
6899.TWO,創為精密,光電業
6903.TWO,巨漢,其他電子業
6904.TWO,伯鑫,其他業
6913.TWO,鴻呈,電子零組件業
6922.TWO,宸曜,電腦及週邊設備業
6925.TWO,意藍,數位雲端
6929.TWO,佑全,生技醫療業
6953.TWO,家碩,半導體業
6967.TWO,汎瑋材料,電子零組件業
6968.TWO,萬達寵物,居家生活
6982.TWO,大井泵浦,電機機械
6996.TWO,力領科技,半導體業
6997.TWO,博弘,數位雲端
7402.TWO,邑錡,光電業
7547.TWO,碩網,數位雲端
7556.TWO,意德士,半導體業
7584.TWO,樂意,文化創意業
7642.TWO,昶瑞機電,電機機械
7703.TWO,銳澤,其他電子業
7704.TWO,明遠精密,半導體業
7708.TWO,全家餐飲,觀光餐旅
7709.TWO,榮田,電機機械
7712.TWO,博盛半導體,半導體業
7713.TWO,威力德生醫,生技醫療業
7714.TWO,創泓科技,數位雲端
7715.TWO,裕山,綠能環保
7718.TWO,友鋮,鋼鐵工業
7723.TWO,築間,觀光餐旅
7728.TWO,光焱科技,其他電子業
7734.TWO,印能科技,半導體業
7743.TWO,金利食安,食品工業
7747.TWO,昕奇雲端,數位雲端
7751.TWO,竑騰,半導體業
7753.TWO,星亞,光電業
8024.TWO,佑華,半導體業
8027.TWO,鈦昇,電機機械
8032.TWO,光菱,電子通路業
8034.TWO,榮群,通信網路業
8038.TWO,長園科,電子零組件業
8040.TWO,九暘,半導體業
8042.TWO,金山電,電子零組件業
8043.TWO,蜜望實,電子零組件業
8044.TWO,網家,數位雲端
8047.TWO,星雲,其他電子業
8048.TWO,德勝,通信網路業
8049.TWO,晶采,光電業
8050.TWO,廣積,電腦及週邊設備業
8054.TWO,安國,半導體業
8059.TWO,凱碩,通信網路業
8064.TWO,東捷,光電業
8066.TWO,來思達,居家生活
8067.TWO,志旭,電子通路業
8068.TWO,全達,電子通路業
8069.TWO,元太,光電業
8071.TWO,能率網通,電子零組件業
8074.TWO,鉅橡,電子零組件業
8076.TWO,伍豐,電腦及週邊設備業
8077.TWO,洛碁,觀光餐旅
8080.TWO,泰霖,建材營造業
8083.TWO,瑞穎,電機機械
8084.TWO,巨虹,電子通路業
8085.TWO,福華,其他電子業
8086.TWO,宏捷科,半導體業
8087.TWO,麗升能源,綠能環保
8088.TWO,品安,半導體業
8089.TWO,康全電訊,通信網路業
8091.TWO,翔名,半導體業
8092.TWO,建暐,其他電子業
8093.TWO,保銳,電子零組件業
8096.TWO,擎亞,電子通路業
8097.TWO,常珵,通信網路業
8099.TWO,大世科,資訊服務業
8107.TWO,大億金茂,電機機械
8109.TWO,博大,電子零組件業
8111.TWO,立碁,光電業
8121.TWO,越峰,電子零組件業
8147.TWO,正淩,電子零組件業
8155.TWO,博智,電子零組件業
8171.TWO,天宇,綠能環保
8176.TWO,智捷,通信網路業
8182.TWO,加高,電子零組件業
8183.TWO,精星,其他電子業
8227.TWO,巨有科技,半導體業
8234.TWO,新漢,電腦及週邊設備業
8240.TWO,華宏,光電業
8255.TWO,朋程,電機機械
8272.TWO,全景軟體,資訊服務業
8277.TWO,商丞,半導體業
8279.TWO,生展,生技醫療業
8284.TWO,三竹,資訊服務業
8289.TWO,泰藝,電子零組件業
8291.TWO,尚茂,電子零組件業
8299.TWO,群聯,半導體業
8342.TWO,益張,其他業
8349.TWO,恒耀,鋼鐵工業
8354.TWO,冠好,其他業
8358.TWO,金居,電子零組件業
8383.TWO,千附,半導體業
8390.TWO,金益鼎,綠能環保
8401.TWO,白紗科,其他業
8403.TWO,盛弘,生技醫療業
8409.TWO,商之器,生技醫療業
8410.TWO,森田,電腦及週邊設備業
8415.TWO,大國鋼,鋼鐵工業
8416.TWO,實威,資訊服務業
8421.TWO,旭源,其他業
8423.TWO,保綠-KY,綠能環保
8424.TWO,惠普,建材營造業
8426.TWO,紅木-KY,其他業
8431.TWO,匯鑽科,其他電子業
8432.TWO,東生華,生技醫療業
8433.TWO,弘帆,居家生活
8435.TWO,鉅邁,其他業
8436.TWO,大江,生技醫療業
8437.TWO,大地-KY,其他業
8440.TWO,綠電,綠能環保
8444.TWO,綠河-KY,其他業
8446.TWO,華研,文化創意業
8450.TWO,霹靂,文化創意業
8455.TWO,大拓-KY,其他電子業
8472.TWO,夠麻吉,數位雲端
8477.TWO,創業家,數位雲端
8489.TWO,三貝德,其他業
8905.TWO,裕國,其他業
8906.TWO,花王,其他業
8908.TWO,欣雄,油電燃氣業
8916.TWO,光隆,其他業
8917.TWO,欣泰,油電燃氣業
8921.TWO,沈氏,其他業
8923.TWO,時報,文化創意業
8924.TWO,大田,運動休閒
8927.TWO,北基,油電燃氣業
8928.TWO,鉅明,運動休閒
8929.TWO,富堡,其他業
8930.TWO,青鋼,鋼鐵工業
8931.TWO,大汽電,油電燃氣業
8932.TWO,智通*,其他業
8933.TWO,愛地雅,運動休閒
8935.TWO,邦泰,其他業
8936.TWO,國統,其他業
8937.TWO,合騏,其他業
8938.TWO,明安,運動休閒
8941.TWO,關中,居家生活
8942.TWO,森鉅,其他業
9949.TWO,琉園,文化創意業
9950.TWO,萬國通,塑膠工業
9951.TWO,皇田,電機機械
9960.TWO,邁達康,運動休閒
9962.TWO,有益,鋼鐵工業
